[0, 1339]    27.0695
[1, 6671]    5.43337
[2, 9827]    3.68841
[3, 4155]    8.72347
[4, 5138]    7.0545
[5, 3088]    11.7377
[6, 86]    421.465
[7, 3742]    9.68626
[8, 462]    78.4545
[9, 5139]    7.05312
[10, 1983]    18.2784
[11, 112]    323.625
[12, 8362]    4.33461
[13, 8298]    4.36804
[14, 9858]    3.67681
[15, 411]    88.1898
[16, 1986]    18.2508
[17, 633]    57.2607
[18, 593]    61.1231
[19, 1664]    21.7825
[20, 403]    89.9404
[21, 4775]    7.59079
[22, 9969]    3.63587
[23, 8508]    4.26023
[24, 2288]    15.8418
[25, 3163]    11.4594
[26, 5907]    6.13611
[27, 4817]    7.5246
[28, 5789]    6.26119
[29, 7599]    4.76984
[30, 1750]    20.712
[31, 5842]    6.20438
[32, 6051]    5.99008
[33, 7737]    4.68476
[34, 1641]    22.0878
[35, 6176]    5.86885
[36, 736]    49.2473
[37, 487]    74.4271
[38, 2078]    17.4427
[39, 3195]    11.3446
[40, 3074]    11.7912
[41, 4649]    7.79652
[42, 5352]    6.77242
[43, 4262]    8.50446
[44, 771]    47.0117
[45, 5541]    6.54142
[46, 3291]    11.0137
[47, 905]    40.0508
[48, 7502]    4.83151
[49, 3128]    11.5876
[50, 4001]    9.05924
[51, 3849]    9.41699
[52, 1518]    23.8775
[53, 4577]    7.91916
[54, 1505]    24.0837
[55, 2104]    17.2272
[56, 6123]    5.91965
[57, 6052]    5.98909
[58, 3796]    9.54847
[59, 2869]    12.6337
[60, 4530]    8.00132
[61, 3752]    9.66045
[62, 8086]    4.48256
[63, 3221]    11.253
[64, 2136]    16.9691
[65, 8112]    4.4682
[66, 3055]    11.8645
[67, 645]    56.1953
[68, 941]    38.5186
[69, 5053]    7.17316
[70, 8895]    4.07487
[71, 3363]    10.7779
[72, 5241]    6.91586
[73, 9581]    3.78311
[74, 8109]    4.46985
[75, 4728]    7.66624
[76, 6376]    5.68476
[77, 8655]    4.18787
[78, 9778]    3.70689
[79, 8774]    4.13107
[80, 9827]    3.68841
[81, 2489]    14.5625
[82, 7656]    4.73433
[83, 2204]    16.4456
[84, 858]    42.2448
[85, 3755]    9.65273
[86, 7108]    5.09932
[87, 2451]    14.7882
[88, 7350]    4.93143
[89, 9020]    4.0184
[90, 9777]    3.70727
[91, 8593]    4.21808
[92, 7856]    4.6138
[93, 1721]    21.061
[94, 1507]    24.0518
[95, 1856]    19.5291
[96, 8200]    4.42024
[97, 7446]    4.86785
[98, 9211]    3.93508
[99, 5049]    7.17885
[100, 4554]    7.95916
[101, 6934]    5.22729
[102, 6940]    5.22277
[103, 6660]    5.44234
[104, 1189]    30.4844
[105, 9538]    3.80017
[106, 1547]    23.4299
[107, 5744]    6.31024
[108, 6621]    5.4744
[109, 6852]    5.28984
[110, 6910]    5.24544
[111, 5425]    6.68129
[112, 2976]    12.1794
[113, 4325]    8.38058
[114, 1080]    33.5611
[115, 4575]    7.92262
[116, 7550]    4.80079
[117, 6960]    5.20776
[118, 3943]    9.19249
[119, 8344]    4.34396
[120, 4164]    8.70461
[121, 2606]    13.9087
[122, 8544]    4.24228
[123, 2512]    14.4291
[124, 633]    57.2607
[125, 6797]    5.33265
[126, 2909]    12.46
[127, 9089]    3.9879
[128, 6036]    6.00497
[129, 1641]    22.0878
[130, 5410]    6.69982
[131, 5865]    6.18005
[132, 7845]    4.62027
[133, 2080]    17.426
[134, 1470]    24.6571
[135, 6976]    5.19581
[136, 5972]    6.06932
[137, 7485]    4.84248
[138, 4391]    8.25461
[139, 3387]    10.7015
[140, 9871]    3.67197
[141, 5950]    6.09176
[142, 4080]    8.88382
[143, 9122]    3.97347
[144, 5233]    6.92643
[145, 4752]    7.62753
[146, 6394]    5.66875
[147, 1311]    27.6476
[148, 1922]    18.8585
[149, 908]    39.9185
[150, 7340]    4.93815
[151, 1012]    35.8162
[152, 1856]    19.5291
[153, 2879]    12.5898
[154, 7480]    4.84572
[155, 8188]    4.42672
[156, 1077]    33.6546
[157, 2748]    13.19
[158, 8367]    4.33202
[159, 1219]    29.7342
[160, 5051]    7.176
[161, 1077]    33.6546
[162, 2433]    14.8977
[163, 9044]    4.00774
[164, 7171]    5.05453
[165, 6221]    5.82639
[166, 1637]    22.1417
[167, 4559]    7.95043
[168, 3842]    9.43415
[169, 7776]    4.66127
[170, 4102]    8.83618
[171, 352]    102.972
[172, 780]    46.4692
[173, 8010]    4.52509
[174, 4444]    8.15617
[175, 8497]    4.26574
[176, 4531]    7.99956
[177, 1730]    20.9514
[178, 3796]    9.54847
[179, 3365]    10.7715
[180, 1133]    31.9912
[181, 1065]    34.0338
[182, 3208]    11.2986
[183, 5833]    6.21396
[184, 9135]    3.96782
[185, 7029]    5.15664
[186, 4892]    7.40924
[187, 8922]    4.06254
[188, 2344]    15.4633
[189, 1389]    26.095
[190, 983]    36.8728
[191, 3091]    11.7263
[192, 1509]    24.0199
[193, 2925]    12.3918
[194, 4795]    7.55912
[195, 1776]    20.4088
[196, 2956]    12.2618
[197, 7767]    4.66667
[198, 9311]    3.89281
[199, 9311]    3.89281
[200, 897]    40.408
[201, 6195]    5.85085
[202, 2563]    14.142
[203, 9874]    3.67085
[204, 3318]    10.9241
[205, 4005]    9.05019
[206, 4179]    8.67337
[207, 4561]    7.94694
[208, 5257]    6.89481
[209, 6768]    5.3555
[210, 7584]    4.77927
[211, 4962]    7.30472
[212, 4428]    8.18564
[213, 841]    43.0987
[214, 6683]    5.42361
[215, 3657]    9.9114
[216, 4742]    7.64361
[217, 483]    75.0435
[218, 8287]    4.37384
[219, 9636]    3.76152
[220, 4625]    7.83697
[221, 5354]    6.76989
[222, 1469]    24.6739
[223, 683]    53.0688
[224, 3423]    10.589
[225, 9621]    3.76738
[226, 1138]    31.8506
[227, 2600]    13.9408
[228, 6]    6041
[229, 933]    38.8489
[230, 7545]    4.80398
[231, 5753]    6.30037
[232, 5541]    6.54142
[233, 2589]    14
[234, 4754]    7.62432
[235, 8248]    4.39452
[236, 7392]    4.90341
[237, 8827]    4.10626
[238, 9750]    3.71754
[239, 9457]    3.83272
[240, 4129]    8.7784
[241, 4527]    8.00663
[242, 9825]    3.68916
[243, 5993]    6.04806
[244, 266]    136.263
[245, 3257]    11.1286
[246, 9438]    3.84043
[247, 9293]    3.90036
[248, 955]    37.9539
[249, 9182]    3.94751
[250, 6583]    5.506
[251, 1785]    20.3059
[252, 7492]    4.83796
[253, 2192]    16.5356
[254, 1167]    31.0591
[255, 2398]    15.1151
[256, 2568]    14.1145
[257, 2260]    16.0381
[258, 6639]    5.45956
[259, 2289]    15.8349
[260, 1143]    31.7113
[261, 742]    48.8491
[262, 8083]    4.48423
[263, 5567]    6.51087
[264, 57]    635.895
[265, 1640]    22.1012
[266, 2486]    14.58
[267, 6070]    5.97133
[268, 6854]    5.2883
[269, 8619]    4.20536
[270, 4147]    8.74029
[271, 2188]    16.5658
[272, 2969]    12.2082
[273, 6969]    5.20103
[274, 7710]    4.70117
[275, 2407]    15.0586
[276, 6617]    5.47771
[277, 2631]    13.7765
[278, 1977]    18.3338
[279, 2984]    12.1468
[280, 1051]    34.4872
[281, 9044]    4.00774
[282, 8088]    4.48145
[283, 5646]    6.41977
[284, 8940]    4.05436
[285, 9643]    3.75879
[286, 9298]    3.89826
[287, 6193]    5.85274
[288, 9799]    3.69895
[289, 9083]    3.99053
[290, 7639]    4.74486
[291, 9123]    3.97304
[292, 5261]    6.88956
[293, 6692]    5.41632
[294, 650]    55.7631
[295, 4410]    8.21905
[296, 9158]    3.95785
[297, 242]    149.777
[298, 4468]    8.11235
[299, 2686]    13.4944
[300, 3117]    11.6285
[301, 365]    99.3041
[302, 2335]    15.5229
[303, 2911]    12.4514
[304, 4896]    7.40319
[305, 8764]    4.13578
[306, 8668]    4.18159
[307, 7682]    4.7183
[308, 948]    38.2342
[309, 121]    299.554
[310, 7638]    4.74548
[311, 1265]    28.653
[312, 7065]    5.13036
[313, 6076]    5.96544
[314, 2002]    18.1049
[315, 5713]    6.34448
[316, 9644]    3.7584
[317, 6710]    5.40179
[318, 7931]    4.57017
[319, 7941]    4.56441
[320, 6316]    5.73876
[321, 6789]    5.33893
[322, 7459]    4.85936
[323, 6360]    5.69906
[324, 8354]    4.33876
[325, 4090]    8.8621
[326, 2090]    17.3426
[327, 955]    37.9539
[328, 7240]    5.00635
[329, 7441]    4.87112
[330, 6605]    5.48766
[331, 6307]    5.74695
[332, 7419]    4.88556
[333, 1352]    26.8092
[334, 2021]    17.9347
[335, 9526]    3.80495
[336, 1361]    26.6319
[337, 9793]    3.70122
[338, 2922]    12.4045
[339, 5115]    7.08622
[340, 2714]    13.3552
[341, 3032]    11.9545
[342, 9769]    3.71031
[343, 9902]    3.66047
[344, 6489]    5.58576
